name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_track_rating_counts\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_track_rating_counts"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_track_rating_counts_b34ad1022db154dee7a50b891527c322
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.validate_share_token\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""validate_share_token"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_validate_share_token_46d8e6f4d44cc808082f16be780310e3
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.upsert_view_preference\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""upsert_view_preference"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_upsert_view_preference_4de54cddb97fdbdf80c005e7d743375f
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_next_iteration_number\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_next_iteration_number"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_next_iteration_number_4e8ed10a3e66718071d121473f5a6157
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_updated_at\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_updated_at"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_updated_at_da5ac28a58c8b4bb30209bf0d3d7082c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_collection_track_order\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_collection_track_order"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_collection_track_order_cefa823bbe4ea6ed68daa39cb0bf9f9b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_collection_track_order\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_collection_track_order"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_collection_track_order_bc890a04744d91211153c063c7352dc9
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_track_positions\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_track_positions"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_track_positions_090177fc713183ec82ae3e8ca821893c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.generate_invite_code\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""generate_invite_code"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_generate_invite_code_40c88595ef87af7dee1af8b88ac5cfae
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.handle_new_user\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""handle_new_user"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_handle_new_user_8e9c27d0e129bd9c5d0d80a72570f656
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_user_storage\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_user_storage"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_user_storage_553462baac3f47040511328c0f48f28c
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_updated_at_column\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_updated_at_column"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_updated_at_column_da5ac28a58c8b4bb30209bf0d3d7082c
auth_otp_long_expiry,Auth OTP long expiry,WARN,EXTERNAL,"[""SECURITY""]",OTP expiry exceeds recommended threshold,We have detected that you have enabled the email provider with the OTP expiry set to more than an hour. It is recommended to set this value to less than an hour.,https://supabase.com/docs/guides/platform/going-into-prod#security,"{""type"":""auth"",""entity"":""Auth""}",auth_otp_long_expiry
auth_leaked_password_protection,Leaked Password Protection Disabled,WARN,EXTERNAL,"[""SECURITY""]",Leaked password protection is currently disabled.,Supabase Auth prevents the use of compromised passwords by checking against HaveIBeenPwned.org. Enable this feature to enhance security.,https://supabase.com/docs/guides/auth/password-security#password-strength-and-leaked-password-protection,"{""type"":""auth"",""entity"":""Auth""}",auth_leaked_password_protection
